"species","clim_model","sdm","area","perc_current","area_ratio"
"Zizia aurea","current","lasso",1592162,NA,NA
"Zizia aurea","current","maxent-tune",1495040,NA,NA
"Zizia aurea","current","rf",808843,NA,NA
"Zizia aurea","ensemble_ssp245_2041","brt",1491782,62.66,2.28
"Zizia aurea","ensemble_ssp245_2041","gam",605447,15.76,0.73
"Zizia aurea","ensemble_ssp245_2041","lasso",782325,10.21,0.49
"Zizia aurea","ensemble_ssp245_2041","maxent-tune",986672,16.39,0.66
"Zizia aurea","ensemble_ssp245_2041","rf",1880243,63.76,2.32
"Zizia aurea","ensemble_ssp245_2071","brt",1904657,65.86,2.91
"Zizia aurea","ensemble_ssp245_2071","gam",787059,14.99,0.94
"Zizia aurea","ensemble_ssp245_2071","lasso",1584205,8.86,1
"Zizia aurea","ensemble_ssp245_2071","maxent-tune",1515712,20.51,1.01
"Zizia aurea","ensemble_ssp245_2071","rf",2166060,65.89,2.68
"Zizia aurea","ensemble_ssp370_2041","brt",1615368,65.88,2.47
"Zizia aurea","ensemble_ssp370_2041","gam",599382,14.4,0.72
"Zizia aurea","ensemble_ssp370_2041","lasso",888401,9.55,0.56
"Zizia aurea","ensemble_ssp370_2041","maxent-tune",1068408,16.91,0.71
"Zizia aurea","ensemble_ssp370_2041","rf",2099302,71.13,2.6
"Zizia aurea","ensemble_ssp370_2071","brt",2872175,67.17,4.39
"Zizia aurea","ensemble_ssp370_2071","gam",1400809,18.8,1.68
"Zizia aurea","ensemble_ssp370_2071","lasso",2108058,10.79,1.32
"Zizia aurea","ensemble_ssp370_2071","maxent-tune",2193716,29.9,1.47
"Zizia aurea","ensemble_ssp370_2071","rf",2826325,72.48,3.49
"Amyris texana","current","brt",50580,NA,NA
"Amyris texana","current","gam",79820,NA,NA
"Amyris texana","current","lasso",57745,NA,NA
"Amyris texana","current","maxent-tune",47052,NA,NA
"Amyris texana","current","rf",25200,NA,NA
"Amyris texana","ensemble_ssp245_2041","brt",384306,82.47,7.6
"Amyris texana","ensemble_ssp245_2041","gam",254424,24.71,3.19
"Amyris texana","ensemble_ssp245_2041","lasso",65327,73.18,1.13
"Amyris texana","ensemble_ssp245_2041","maxent-tune",166389,89,3.54
"Amyris texana","ensemble_ssp245_2041","rf",305006,57.15,12.1
"Amyris texana","ensemble_ssp245_2071","brt",1077186,82.85,21.3
"Amyris texana","ensemble_ssp245_2071","gam",644274,21.41,8.07
"Amyris texana","ensemble_ssp245_2071","lasso",142141,78.06,2.46
"Amyris texana","ensemble_ssp245_2071","maxent-tune",453896,88.92,9.65
"Amyris texana","ensemble_ssp245_2071","rf",1844458,57.07,73.19
"Amyris texana","ensemble_ssp370_2041","brt",405562,82.85,8.02
"Amyris texana","ensemble_ssp370_2041","gam",251159,19.21,3.15
"Amyris texana","ensemble_ssp370_2041","lasso",77498,77.53,1.34
"Amyris texana","ensemble_ssp370_2041","maxent-tune",189588,88.92,4.03
"Amyris texana","ensemble_ssp370_2041","rf",321468,57.79,12.76
"Amyris texana","ensemble_ssp370_2071","brt",1251322,83.18,24.74
"Amyris texana","ensemble_ssp370_2071","gam",648279,20.36,8.12
"Amyris texana","ensemble_ssp370_2071","lasso",233522,82.55,4.04
"Amyris texana","ensemble_ssp370_2071","maxent-tune",561616,87.94,11.94
"Amyris texana","ensemble_ssp370_2071","rf",1888738,55.77,74.95
"Zanthoxylum fagara","current","brt",359035,NA,NA
"Zanthoxylum fagara","current","gam",365679,NA,NA
"Zanthoxylum fagara","current","lasso",468258,NA,NA
"Zanthoxylum fagara","current","maxent-tune",344244,NA,NA
"Zanthoxylum fagara","current","rf",337587,NA,NA
"Zanthoxylum fagara","ensemble_ssp245_2041","brt",518543,63.99,1.44
"Zanthoxylum fagara","ensemble_ssp245_2041","gam",374772,46.25,1.02
"Zanthoxylum fagara","ensemble_ssp245_2041","lasso",263588,46.75,0.56
"Zanthoxylum fagara","ensemble_ssp245_2041","maxent-tune",453334,73.98,1.32
"Zanthoxylum fagara","ensemble_ssp245_2041","rf",670903,63.88,1.99
"Zanthoxylum fagara","ensemble_ssp245_2071","brt",561665,63.12,1.56
"Zanthoxylum fagara","ensemble_ssp245_2071","gam",343253,40.9,0.94
"Zanthoxylum fagara","ensemble_ssp245_2071","lasso",274696,42.42,0.59
"Zanthoxylum fagara","ensemble_ssp245_2071","maxent-tune",495589,69.73,1.44
"Zanthoxylum fagara","ensemble_ssp245_2071","rf",996905,62.81,2.95
"Zanthoxylum fagara","ensemble_ssp370_2041","brt",538474,65.51,1.5
"Zanthoxylum fagara","ensemble_ssp370_2041","gam",371893,44.12,1.02
"Zanthoxylum fagara","ensemble_ssp370_2041","lasso",257791,44.35,0.55
"Zanthoxylum fagara","ensemble_ssp370_2041","maxent-tune",487189,73.23,1.42
"Zanthoxylum fagara","ensemble_ssp370_2041","rf",809508,65.82,2.4
"Zanthoxylum fagara","ensemble_ssp370_2071","brt",625201,58.89,1.74
"Zanthoxylum fagara","ensemble_ssp370_2071","gam",315965,36.02,0.86
"Zanthoxylum fagara","ensemble_ssp370_2071","lasso",177035,23.31,0.38
"Zanthoxylum fagara","ensemble_ssp370_2071","maxent-tune",548081,62.24,1.59
"Zanthoxylum fagara","ensemble_ssp370_2071","rf",1413104,57.12,4.19
"Alnus alnobetula","current","brt",2232039,NA,NA
"Alnus alnobetula","current","gam",2613799,NA,NA
"Alnus alnobetula","current","lasso",2697141,NA,NA
"Alnus alnobetula","current","maxent-tune",2755793,NA,NA
"Alnus alnobetula","current","rf",1523709,NA,NA
"Alnus alnobetula","ensemble_ssp245_2041","brt",2205273,41.74,0.99
"Alnus alnobetula","ensemble_ssp245_2041","gam",915600,22.49,0.35
"Alnus alnobetula","ensemble_ssp245_2041","lasso",1702398,47.09,0.63
"Alnus alnobetula","ensemble_ssp245_2041","maxent-tune",2085583,47.31,0.76
"Alnus alnobetula","ensemble_ssp245_2041","rf",1162313,31.24,0.76
"Alnus alnobetula","ensemble_ssp245_2071","brt",2324834,38.1,1.04
"Alnus alnobetula","ensemble_ssp245_2071","gam",936184,19.01,0.36
"Alnus alnobetula","ensemble_ssp245_2071","lasso",1771919,42.72,0.66
"Alnus alnobetula","ensemble_ssp245_2071","maxent-tune",2110032,42.55,0.77
"Alnus alnobetula","ensemble_ssp245_2071","rf",1319712,29.09,0.87
"Alnus alnobetula","ensemble_ssp370_2041","brt",2261398,41.21,1.01
"Alnus alnobetula","ensemble_ssp370_2041","gam",1040600,23.19,0.4
"Alnus alnobetula","ensemble_ssp370_2041","lasso",1789930,46.43,0.66
"Alnus alnobetula","ensemble_ssp370_2041","maxent-tune",2115839,45.5,0.77
"Alnus alnobetula","ensemble_ssp370_2041","rf",1214212,30.2,0.8
"Alnus alnobetula","ensemble_ssp370_2071","brt",2898942,33.78,1.3
"Alnus alnobetula","ensemble_ssp370_2071","gam",764874,12.83,0.29
"Alnus alnobetula","ensemble_ssp370_2071","lasso",1980823,33.44,0.73
"Alnus alnobetula","ensemble_ssp370_2071","maxent-tune",2022338,33.94,0.73
"Alnus alnobetula","ensemble_ssp370_2071","rf",1263659,21.93,0.83
"Persea americana","current","brt",1299549,NA,NA
"Persea americana","current","gam",1533143,NA,NA
"Persea americana","current","lasso",1511603,NA,NA
"Persea americana","current","maxent-tune",1733570,NA,NA
"Persea americana","current","rf",1342076,NA,NA
"Persea americana","ensemble_ssp245_2041","brt",1500412,80.32,1.15
"Persea americana","ensemble_ssp245_2041","gam",1471251,65.26,0.96
"Persea americana","ensemble_ssp245_2041","lasso",853142,53.57,0.56
"Persea americana","ensemble_ssp245_2041","maxent-tune",1503364,69.86,0.87
"Persea americana","ensemble_ssp245_2041","rf",2456892,81.48,1.83
"Persea americana","ensemble_ssp245_2071","brt",1545770,78.5,1.19
"Persea americana","ensemble_ssp245_2071","gam",1674263,63.43,1.09
"Persea americana","ensemble_ssp245_2071","lasso",800263,48.68,0.53
"Persea americana","ensemble_ssp245_2071","maxent-tune",1541446,67.3,0.89
"Persea americana","ensemble_ssp245_2071","rf",2915506,81.89,2.17
"Persea americana","ensemble_ssp370_2041","brt",1487812,78.99,1.14
"Persea americana","ensemble_ssp370_2041","gam",1530048,64.26,1
"Persea americana","ensemble_ssp370_2041","lasso",824972,51.78,0.55
"Persea americana","ensemble_ssp370_2041","maxent-tune",1479560,68.57,0.85
"Persea americana","ensemble_ssp370_2041","rf",2619480,81.51,1.95
"Persea americana","ensemble_ssp370_2071","brt",1671693,78.6,1.29
"Persea americana","ensemble_ssp370_2071","gam",2072853,61.91,1.35
"Persea americana","ensemble_ssp370_2071","lasso",628560,38.37,0.42
"Persea americana","ensemble_ssp370_2071","maxent-tune",1490241,64.35,0.86
"Persea americana","ensemble_ssp370_2071","rf",3704072,82.96,2.76
"Populus angustifolia","current","brt",486877,NA,NA
"Populus angustifolia","current","gam",503912,NA,NA
"Populus angustifolia","current","lasso",543881,NA,NA
"Populus angustifolia","current","maxent-tune",481784,NA,NA
"Populus angustifolia","current","rf",539643,NA,NA
"Populus angustifolia","ensemble_ssp245_2041","brt",2286106,94.12,4.7
"Populus angustifolia","ensemble_ssp245_2041","gam",1733212,92.02,3.44
"Populus angustifolia","ensemble_ssp245_2041","lasso",1638604,95.73,3.01
"Populus angustifolia","ensemble_ssp245_2041","maxent-tune",2804558,97.95,5.82
"Populus angustifolia","ensemble_ssp245_2041","rf",3155486,92.52,5.85
"Populus angustifolia","ensemble_ssp245_2071","brt",4594589,92.7,9.44
"Populus angustifolia","ensemble_ssp245_2071","gam",2417020,87.34,4.8
"Populus angustifolia","ensemble_ssp245_2071","lasso",1756617,92.2,3.23
"Populus angustifolia","ensemble_ssp245_2071","maxent-tune",4069491,96.03,8.45
"Populus angustifolia","ensemble_ssp245_2071","rf",5941823,93.13,11.01
"Populus angustifolia","ensemble_ssp370_2041","brt",2378010,92.59,4.88
"Populus angustifolia","ensemble_ssp370_2041","gam",1695941,89.14,3.37
"Populus angustifolia","ensemble_ssp370_2041","lasso",1564400,93.71,2.88
"Populus angustifolia","ensemble_ssp370_2041","maxent-tune",2735457,97.28,5.68
"Populus angustifolia","ensemble_ssp370_2041","rf",3262742,92.81,6.05
"Populus angustifolia","ensemble_ssp370_2071","brt",5095245,90.48,10.47
"Populus angustifolia","ensemble_ssp370_2071","gam",2117542,78.03,4.2
"Populus angustifolia","ensemble_ssp370_2071","lasso",1435589,85.55,2.64
"Populus angustifolia","ensemble_ssp370_2071","maxent-tune",3849945,92.75,7.99
"Populus angustifolia","ensemble_ssp370_2071","rf",6411979,95.93,11.88
"Populus trichocarpa","current","brt",376246,NA,NA
"Populus trichocarpa","current","gam",572129,NA,NA
"Populus trichocarpa","current","lasso",654152,NA,NA
"Populus trichocarpa","current","maxent-tune",593592,NA,NA
"Populus trichocarpa","current","rf",363804,NA,NA
"Populus trichocarpa","ensemble_ssp245_2041","brt",942699,74.51,2.51
"Populus trichocarpa","ensemble_ssp245_2041","gam",1150169,59.25,2.01
"Populus trichocarpa","ensemble_ssp245_2041","lasso",808568,62.17,1.24
"Populus trichocarpa","ensemble_ssp245_2041","maxent-tune",1182336,70.06,1.99
"Populus trichocarpa","ensemble_ssp245_2041","rf",674986,67.79,1.86
"Populus trichocarpa","ensemble_ssp245_2071","brt",1130290,76,3
"Populus trichocarpa","ensemble_ssp245_2071","gam",1421743,65.52,2.49
"Populus trichocarpa","ensemble_ssp245_2071","lasso",1018452,57.52,1.56
"Populus trichocarpa","ensemble_ssp245_2071","maxent-tune",1970344,68.56,3.32
"Populus trichocarpa","ensemble_ssp245_2071","rf",753074,68.29,2.07
"Populus trichocarpa","ensemble_ssp370_2041","brt",1011131,75.18,2.69
"Populus trichocarpa","ensemble_ssp370_2041","gam",1208242,65.68,2.11
"Populus trichocarpa","ensemble_ssp370_2041","lasso",808736,58.9,1.24
"Populus trichocarpa","ensemble_ssp370_2041","maxent-tune",1245875,70.63,2.1
"Populus trichocarpa","ensemble_ssp370_2041","rf",715093,69.07,1.97
"Populus trichocarpa","ensemble_ssp370_2071","brt",1448599,76.73,3.85
"Populus trichocarpa","ensemble_ssp370_2071","gam",1450861,67.11,2.54
"Populus trichocarpa","ensemble_ssp370_2071","lasso",1286568,50.93,1.97
"Populus trichocarpa","ensemble_ssp370_2071","maxent-tune",2401599,65.79,4.05
"Populus trichocarpa","ensemble_ssp370_2071","rf",959927,65.93,2.64
"Prunus armeniaca","current","brt",1700524,NA,NA
"Prunus armeniaca","current","gam",2167966,NA,NA
"Prunus armeniaca","current","lasso",1915735,NA,NA
"Prunus armeniaca","current","maxent-tune",2164403,NA,NA
"Prunus armeniaca","current","rf",1043177,NA,NA
"Prunus armeniaca","ensemble_ssp245_2041","brt",3105154,80.22,1.83
"Prunus armeniaca","ensemble_ssp245_2041","gam",2536454,67.72,1.17
"Prunus armeniaca","ensemble_ssp245_2041","lasso",2221883,70.13,1.16
"Prunus armeniaca","ensemble_ssp245_2041","maxent-tune",1453952,51.38,0.67
"Prunus armeniaca","ensemble_ssp245_2041","rf",2352163,75.59,2.25
"Prunus armeniaca","ensemble_ssp245_2071","brt",3371254,78.22,1.98
"Prunus armeniaca","ensemble_ssp245_2071","gam",2591439,64.76,1.2
"Prunus armeniaca","ensemble_ssp245_2071","lasso",2393380,65,1.25
"Prunus armeniaca","ensemble_ssp245_2071","maxent-tune",1583274,47.21,0.73
"Prunus armeniaca","ensemble_ssp245_2071","rf",2498287,69.39,2.39
"Prunus armeniaca","ensemble_ssp370_2041","brt",3207942,80.46,1.89
"Prunus armeniaca","ensemble_ssp370_2041","gam",2539094,65.91,1.17
"Prunus armeniaca","ensemble_ssp370_2041","lasso",2280753,67.42,1.19
"Prunus armeniaca","ensemble_ssp370_2041","maxent-tune",1456204,48.14,0.67
"Prunus armeniaca","ensemble_ssp370_2041","rf",2413310,73.08,2.31
"Prunus armeniaca","ensemble_ssp370_2071","brt",4041855,79.12,2.38
"Prunus armeniaca","ensemble_ssp370_2071","gam",2688791,61.38,1.24
"Prunus armeniaca","ensemble_ssp370_2071","lasso",2826852,56.56,1.48
"Prunus armeniaca","ensemble_ssp370_2071","maxent-tune",1754678,43.77,0.81
"Prunus armeniaca","ensemble_ssp370_2071","rf",2649571,60.54,2.54
"Prunus caroliniana","current","brt",503665,NA,NA
"Prunus caroliniana","current","gam",516391,NA,NA
"Prunus caroliniana","current","lasso",577541,NA,NA
"Prunus caroliniana","current","maxent-tune",731256,NA,NA
"Prunus caroliniana","current","rf",355398,NA,NA
"Prunus caroliniana","ensemble_ssp245_2041","brt",1925236,97.18,3.82
"Prunus caroliniana","ensemble_ssp245_2041","gam",2136634,97.47,4.14
"Prunus caroliniana","ensemble_ssp245_2041","lasso",2294062,96.26,3.97
"Prunus caroliniana","ensemble_ssp245_2041","maxent-tune",1775815,97.49,2.43
"Prunus caroliniana","ensemble_ssp245_2041","rf",409102,18.28,1.15
"Prunus caroliniana","ensemble_ssp245_2071","brt",2310322,97.18,4.59
"Prunus caroliniana","ensemble_ssp245_2071","gam",2751554,97.47,5.33
"Prunus caroliniana","ensemble_ssp245_2071","lasso",2767544,95.97,4.79
"Prunus caroliniana","ensemble_ssp245_2071","maxent-tune",2169694,97.49,2.97
"Prunus caroliniana","ensemble_ssp245_2071","rf",523533,13.97,1.47
"Prunus caroliniana","ensemble_ssp370_2041","brt",2020373,97.18,4.01
"Prunus caroliniana","ensemble_ssp370_2041","gam",2172182,97.47,4.21
"Prunus caroliniana","ensemble_ssp370_2041","lasso",2357893,96.06,4.08
"Prunus caroliniana","ensemble_ssp370_2041","maxent-tune",1868001,97.48,2.55
"Prunus caroliniana","ensemble_ssp370_2041","rf",456383,17.3,1.28
"Prunus caroliniana","ensemble_ssp370_2071","brt",2720542,97.21,5.4
"Prunus caroliniana","ensemble_ssp370_2071","gam",2992581,97.43,5.8
"Prunus caroliniana","ensemble_ssp370_2071","lasso",3212809,96.17,5.56
"Prunus caroliniana","ensemble_ssp370_2071","maxent-tune",2433110,96.53,3.33
"Prunus caroliniana","ensemble_ssp370_2071","rf",662952,14.1,1.87
"Prunus ilicifolia","current","brt",56709,NA,NA
"Prunus ilicifolia","current","gam",73163,NA,NA
"Prunus ilicifolia","current","lasso",59801,NA,NA
"Prunus ilicifolia","current","maxent-tune",62189,NA,NA
"Prunus ilicifolia","current","rf",58414,NA,NA
"Prunus ilicifolia","ensemble_ssp245_2041","brt",0,0,0
"Prunus ilicifolia","ensemble_ssp245_2041","gam",22252,15.96,0.3
"Prunus ilicifolia","ensemble_ssp245_2041","lasso",0,0,0
"Prunus ilicifolia","ensemble_ssp245_2041","maxent-tune",43185,0,0.69
"Prunus ilicifolia","ensemble_ssp245_2041","rf",102905,67.42,1.76
"Prunus ilicifolia","ensemble_ssp245_2071","brt",13719,0,0.24
"Prunus ilicifolia","ensemble_ssp245_2071","gam",316530,16.78,4.33
"Prunus ilicifolia","ensemble_ssp245_2071","lasso",0,0,0
"Prunus ilicifolia","ensemble_ssp245_2071","maxent-tune",380230,0,6.11
"Prunus ilicifolia","ensemble_ssp245_2071","rf",327144,69,5.6
"Prunus ilicifolia","ensemble_ssp370_2041","brt",0,0,0
"Prunus ilicifolia","ensemble_ssp370_2041","gam",24293,23.22,0.33
"Prunus ilicifolia","ensemble_ssp370_2041","lasso",0,0,0
"Prunus ilicifolia","ensemble_ssp370_2041","maxent-tune",39445,0,0.63
"Prunus ilicifolia","ensemble_ssp370_2041","rf",95659,68.27,1.64
"Prunus ilicifolia","ensemble_ssp370_2071","brt",15066,0,0.27
"Prunus ilicifolia","ensemble_ssp370_2071","gam",252145,16.63,3.45
"Prunus ilicifolia","ensemble_ssp370_2071","lasso",51,0.09,0
"Prunus ilicifolia","ensemble_ssp370_2071","maxent-tune",362989,0,5.84
"Prunus ilicifolia","ensemble_ssp370_2071","rf",292359,61.52,5
"Salix babylonica","current","brt",1549875,NA,NA
"Salix babylonica","current","gam",3022270,NA,NA
"Salix babylonica","current","lasso",2944192,NA,NA
"Salix babylonica","current","maxent-tune",3244747,NA,NA
"Salix babylonica","current","rf",1187998,NA,NA
"Salix babylonica","ensemble_ssp245_2041","brt",4492017,83,2.9
"Salix babylonica","ensemble_ssp245_2041","gam",7021103,79.92,2.32
"Salix babylonica","ensemble_ssp245_2041","lasso",3650905,83.47,1.24
"Salix babylonica","ensemble_ssp245_2041","maxent-tune",5437862,91.42,1.68
"Salix babylonica","ensemble_ssp245_2041","rf",3621284,68.76,3.05
"Salix babylonica","ensemble_ssp245_2071","brt",4971726,83.73,3.21
"Salix babylonica","ensemble_ssp245_2071","gam",8249402,75.2,2.73
"Salix babylonica","ensemble_ssp245_2071","lasso",4148933,76.68,1.41
"Salix babylonica","ensemble_ssp245_2071","maxent-tune",7467022,89.83,2.3
"Salix babylonica","ensemble_ssp245_2071","rf",4401603,71.04,3.71
"Salix babylonica","ensemble_ssp370_2041","brt",4639190,83.25,2.99
"Salix babylonica","ensemble_ssp370_2041","gam",7434891,78.14,2.46
"Salix babylonica","ensemble_ssp370_2041","lasso",3693763,80.85,1.25
"Salix babylonica","ensemble_ssp370_2041","maxent-tune",5881226,90.65,1.81
"Salix babylonica","ensemble_ssp370_2041","rf",3873584,69.39,3.26
"Salix babylonica","ensemble_ssp370_2071","brt",6325152,83.55,4.08
"Salix babylonica","ensemble_ssp370_2071","gam",10135544,77.64,3.35
"Salix babylonica","ensemble_ssp370_2071","lasso",5727526,66.21,1.95
"Salix babylonica","ensemble_ssp370_2071","maxent-tune",9632890,88.66,2.97
"Salix babylonica","ensemble_ssp370_2071","rf",5473450,71.49,4.61
"Salix exigua","current","brt",2424190,NA,NA
"Salix exigua","current","gam",2132139,NA,NA
"Salix exigua","current","lasso",2370207,NA,NA
"Salix exigua","current","maxent-tune",2190135,NA,NA
"Salix exigua","current","rf",2208349,NA,NA
"Salix exigua","ensemble_ssp245_2041","brt",5704502,93.08,2.35
"Salix exigua","ensemble_ssp245_2041","gam",2741418,86.29,1.29
"Salix exigua","ensemble_ssp245_2041","lasso",2880592,84.32,1.22
"Salix exigua","ensemble_ssp245_2041","maxent-tune",2302134,79.53,1.05
"Salix exigua","ensemble_ssp245_2041","rf",4475358,92.67,2.03
"Salix exigua","ensemble_ssp245_2071","brt",6279657,93.18,2.59
"Salix exigua","ensemble_ssp245_2071","gam",2687258,85.76,1.26
"Salix exigua","ensemble_ssp245_2071","lasso",2975705,80.62,1.26
"Salix exigua","ensemble_ssp245_2071","maxent-tune",2445577,76.89,1.12
"Salix exigua","ensemble_ssp245_2071","rf",5385550,92.82,2.44
"Salix exigua","ensemble_ssp370_2041","brt",5898370,93.69,2.43
"Salix exigua","ensemble_ssp370_2041","gam",2745219,85.97,1.29
"Salix exigua","ensemble_ssp370_2041","lasso",2846657,81.61,1.2
"Salix exigua","ensemble_ssp370_2041","maxent-tune",2308025,77.29,1.05
"Salix exigua","ensemble_ssp370_2041","rf",4714987,93.05,2.14
"Salix exigua","ensemble_ssp370_2071","brt",7932326,94.31,3.27
"Salix exigua","ensemble_ssp370_2071","gam",2790184,83.28,1.31
"Salix exigua","ensemble_ssp370_2071","lasso",2853187,71.8,1.2
"Salix exigua","ensemble_ssp370_2071","maxent-tune",2542705,70.51,1.16
"Salix exigua","ensemble_ssp370_2071","rf",6471696,91.99,2.93
"Salix hookeriana","current","brt",25408,NA,NA
"Salix hookeriana","current","gam",58758,NA,NA
"Salix hookeriana","current","lasso",100849,NA,NA
"Salix hookeriana","current","maxent-tune",107405,NA,NA
"Salix hookeriana","current","rf",66965,NA,NA
"Salix hookeriana","ensemble_ssp245_2041","brt",187421,78.53,7.38
"Salix hookeriana","ensemble_ssp245_2041","gam",227348,72.98,3.87
"Salix hookeriana","ensemble_ssp245_2041","lasso",269031,86.79,2.67
"Salix hookeriana","ensemble_ssp245_2041","maxent-tune",337953,90.63,3.15
"Salix hookeriana","ensemble_ssp245_2041","rf",678737,82.83,10.14
"Salix hookeriana","ensemble_ssp245_2071","brt",427909,77.91,16.84
"Salix hookeriana","ensemble_ssp245_2071","gam",269540,68.04,4.59
"Salix hookeriana","ensemble_ssp245_2071","lasso",453078,88,4.49
"Salix hookeriana","ensemble_ssp245_2071","maxent-tune",649477,90.6,6.05
"Salix hookeriana","ensemble_ssp245_2071","rf",2444141,84.46,36.5
"Salix hookeriana","ensemble_ssp370_2041","brt",179089,78.1,7.05
"Salix hookeriana","ensemble_ssp370_2041","gam",233205,71.7,3.97
"Salix hookeriana","ensemble_ssp370_2041","lasso",274020,87.22,2.72
"Salix hookeriana","ensemble_ssp370_2041","maxent-tune",345267,90.64,3.21
"Salix hookeriana","ensemble_ssp370_2041","rf",689877,83.36,10.3
"Salix hookeriana","ensemble_ssp370_2071","brt",467552,78.11,18.4
"Salix hookeriana","ensemble_ssp370_2071","gam",334341,39.01,5.69
"Salix hookeriana","ensemble_ssp370_2071","lasso",526394,89.53,5.22
"Salix hookeriana","ensemble_ssp370_2071","maxent-tune",726476,91.18,6.76
"Salix hookeriana","ensemble_ssp370_2071","rf",2574126,85.5,38.44
"Salix lasiandra","current","brt",262195,NA,NA
"Salix lasiandra","current","gam",397024,NA,NA
"Salix lasiandra","current","lasso",849769,NA,NA
"Salix lasiandra","current","maxent-tune",712975,NA,NA
"Salix lasiandra","current","rf",404491,NA,NA
"Salix lasiandra","ensemble_ssp245_2041","brt",689068,68.23,2.63
"Salix lasiandra","ensemble_ssp245_2041","gam",1165153,71.17,2.93
"Salix lasiandra","ensemble_ssp245_2041","lasso",952481,66.46,1.12
"Salix lasiandra","ensemble_ssp245_2041","maxent-tune",897160,70.49,1.26
"Salix lasiandra","ensemble_ssp245_2041","rf",2029049,65.39,5.02
"Salix lasiandra","ensemble_ssp245_2071","brt",1386287,68.84,5.29
"Salix lasiandra","ensemble_ssp245_2071","gam",1732842,68.74,4.36
"Salix lasiandra","ensemble_ssp245_2071","lasso",990006,64.05,1.17
"Salix lasiandra","ensemble_ssp245_2071","maxent-tune",979817,70.27,1.37
"Salix lasiandra","ensemble_ssp245_2071","rf",3510800,63.35,8.68
"Salix lasiandra","ensemble_ssp370_2041","brt",784505,67.9,2.99
"Salix lasiandra","ensemble_ssp370_2041","gam",1251725,67.86,3.15
"Salix lasiandra","ensemble_ssp370_2041","lasso",942083,64.73,1.11
"Salix lasiandra","ensemble_ssp370_2041","maxent-tune",916162,70.39,1.28
"Salix lasiandra","ensemble_ssp370_2041","rf",2153899,63.15,5.32
"Salix lasiandra","ensemble_ssp370_2071","brt",1627473,67,6.21
"Salix lasiandra","ensemble_ssp370_2071","gam",2148148,61.89,5.41
"Salix lasiandra","ensemble_ssp370_2071","lasso",1073223,58.48,1.26
"Salix lasiandra","ensemble_ssp370_2071","maxent-tune",979376,65.65,1.37
"Salix lasiandra","ensemble_ssp370_2071","rf",4237121,65.13,10.48
"Salix lasiolepis","current","brt",315087,NA,NA
"Salix lasiolepis","current","gam",391199,NA,NA
"Salix lasiolepis","current","lasso",366111,NA,NA
"Salix lasiolepis","current","maxent-tune",372195,NA,NA
"Salix lasiolepis","current","rf",409852,NA,NA
"Salix lasiolepis","ensemble_ssp245_2041","brt",109582,32.18,0.35
"Salix lasiolepis","ensemble_ssp245_2041","gam",64749,14.35,0.17
"Salix lasiolepis","ensemble_ssp245_2041","lasso",44854,12.25,0.12
"Salix lasiolepis","ensemble_ssp245_2041","maxent-tune",150412,40.36,0.4
"Salix lasiolepis","ensemble_ssp245_2041","rf",423312,59.29,1.03
"Salix lasiolepis","ensemble_ssp245_2071","brt",117049,33.31,0.37
"Salix lasiolepis","ensemble_ssp245_2071","gam",71893,15.64,0.18
"Salix lasiolepis","ensemble_ssp245_2071","lasso",39813,10.87,0.11
"Salix lasiolepis","ensemble_ssp245_2071","maxent-tune",150494,40.31,0.4
"Salix lasiolepis","ensemble_ssp245_2071","rf",410823,55.7,1
"Salix lasiolepis","ensemble_ssp370_2041","brt",118713,33.69,0.38
"Salix lasiolepis","ensemble_ssp370_2041","gam",71993,16.01,0.18
"Salix lasiolepis","ensemble_ssp370_2041","lasso",49467,13.51,0.14
"Salix lasiolepis","ensemble_ssp370_2041","maxent-tune",156705,41.88,0.42
"Salix lasiolepis","ensemble_ssp370_2041","rf",412824,55.94,1.01
"Salix lasiolepis","ensemble_ssp370_2071","brt",135465,36.94,0.43
"Salix lasiolepis","ensemble_ssp370_2071","gam",100023,20.68,0.26
"Salix lasiolepis","ensemble_ssp370_2071","lasso",37153,10.11,0.1
"Salix lasiolepis","ensemble_ssp370_2071","maxent-tune",158200,42.14,0.43
"Salix lasiolepis","ensemble_ssp370_2071","rf",398676,54.77,0.97
"Salix scouleriana","current","brt",848146,NA,NA
"Salix scouleriana","current","gam",1366495,NA,NA
"Salix scouleriana","current","lasso",1810865,NA,NA
"Salix scouleriana","current","maxent-tune",1555306,NA,NA
"Salix scouleriana","current","rf",1163942,NA,NA
"Salix scouleriana","ensemble_ssp245_2041","brt",662561,45.71,0.78
"Salix scouleriana","ensemble_ssp245_2041","gam",562536,21.06,0.41
"Salix scouleriana","ensemble_ssp245_2041","lasso",1154504,44.77,0.64
"Salix scouleriana","ensemble_ssp245_2041","maxent-tune",569356,24.41,0.37
"Salix scouleriana","ensemble_ssp245_2041","rf",1631291,60.58,1.4
"Salix scouleriana","ensemble_ssp245_2071","brt",837233,39.18,0.99
"Salix scouleriana","ensemble_ssp245_2071","gam",582767,17.64,0.43
"Salix scouleriana","ensemble_ssp245_2071","lasso",1232756,40.07,0.68
"Salix scouleriana","ensemble_ssp245_2071","maxent-tune",484759,19.23,0.31
"Salix scouleriana","ensemble_ssp245_2071","rf",2879304,58.39,2.47
"Salix scouleriana","ensemble_ssp370_2041","brt",656624,41.68,0.77
